ccode1,ccode2,year,cap_1,cap_2,pol_rel,tau_regi,tau_glob,s_wt_reg,s_wt_glo,alliance,contig_type,colcont_type,colony1,colony2,mzongo,mzongonm,mzinit,mzinitnm,mzhost1,mzhost2,mzkeynum,mzorig1,mzorig2,mzjoanyi,mzjoanyt,mzjomidi,mzjomidt,pcyrs,polity1,polity2,polity21,polity22,cccc,dyad,dyadyear,maxinit,contig,colcont,dem1,dem2,trans1,trans2,aut1,aut2,demdem,demaut,autdem,demtrans,transdem,auttrans,transaut,capshare,cowcivwar1,cowcivwar2,uppcivwar1,uppcivwar2,uppcivcon1,uppcivcon2,uppcivwar,flcivwar1,flcivwar2,igos,expab,impab,expba,impba,exp12,imp12,exp21,imp21,gdp1,gdp2,depend1,depend2,pcyrs1,pcyrs2,pcyrs3,mzinit_lead,lpcyrs,lpcyrs1,lpcyrs2,lpcyrs3,transtrans,cowcivwar,uppcivcon,flcivwar,refugee1,refugee2,logref1,logref2,refflow1,refflow2,logflow1,logflow2,civwar1,civwar2,logref1_lag,logref2_lag
70,40,2001,0.014764,0.001475,1,,,,,,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,8,-7,8,-7,70040,40070,400702001,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.90916926,,,0,0,0,0,0,0,0,,,,,,,,,,622149.44,28805.572,,,-117377.25,-285257.88,-440465.75,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,80,2001,0.014764,0.000021,1,,,,,,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,8,,8,,70080,70080,700802001,0,1,0,1,,0,,0,0,0,0,0,0,0,0,0,0.9985796,,,0,0,0,0,0,0,0,,,,,,,,,,622149.44,868.2512,,,-4996.5405,-7237.8647,-6529.7295,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,90,2001,0.014764,0.00081,1,,,,,,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,8,8,8,70090,70090,700902001,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.94799024,,,0,0,0,0,0,0,0,,,,,,,,,,622149.44,20998.207,,,-2963.1567,-3719.6108,-3343.2217,,,,,,0,,0,0,13000,0,2.6390574,0,0,0,0,0,0,0,2.8350353,0
70,91,2001,0.014764,0.000505,1,,,,,,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,8,7,8,7,70091,70091,700912001,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.96692646,,,0,0,0,0,0,0,0,,,,,,,,,,622149.44,6401.8276,,,-142054.44,-349566.56,-551743.2,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,200,2001,0.014764,0.023008,1,,,,,,6,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,84,8,10,8,10,70200,70200,702002001,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.39087152,,,0,0,0,0,0,0,0,,,,,,,,,,622149.44,1429936,,,-98929.19,-237476.31,-358774.62,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,220,2001,0.014764,0.01996,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,8,9,8,9,70220,70220,702202001,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.42518145,,,0,0,0,0,0,0,0,,,,,,,,,,622149.44,1320145,,,-46535.734,-104175.266,-138990.53,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,255,2001,0.014764,0.027985,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,10,8,10,70255,70255,702552001,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.3453648,,,0,0,0,0,0,0,0,,,,,,,,,,622149.44,,,,-1162.8324,-1208.6919,-1086.3838,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,365,2001,0.014764,0.05455,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,8,7,8,7,70365,70365,703652001,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.2130017,,,0,1,0,1,1,0,1,,,,,,,,,,622149.44,1680811.2,,,-342715.5,-879958,-1494614.2,,,,,,0,,2,2,0,0,0,0,0,0,0,0,0,1,0,0
70,710,2001,0.014764,0.133636,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,8,-7,8,-7,70710,70710,707102001,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.09948787,,,0,0,0,0,0,0,1,,,,,,,,,,622149.44,1180121.5,,,-251930.75,-639003.75,-1062991.5,,,,,,0,,0,2,0,0,0,0,0,0,0,0,0,1,0,0
70,740,2001,0.014764,0.050712,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,8,10,8,10,70740,70740,707402001,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.2254872,,,0,0,0,0,0,0,0,,,,,,,,,,622149.44,4159862,,,-34326.36,-74070.01,-92652.02,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,2,2001,0.000021,0.149702,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,10,,10,80002,2080,20802001,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0.000140259,,,0,1,0,1,1,0,0,,,,,,,,,,868.2512,9997884,,,-4996.5405,-7237.8647,-6529.7295,,,,,,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0
80,40,2001,0.000021,0.001475,1,,,,,,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,-7,,-7,80040,40080,400802001,0,1,0,,0,,0,0,1,0,0,0,0,0,0,0,0.014037432,,,0,0,0,0,0,0,0,,,,,,,,,,868.2512,28805.572,,,-4996.5405,-7237.8647,-6529.7295,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,70,2001,0.000021,0.014764,1,,,,,,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,8,,8,80070,70080,700802001,0,1,0,,1,,0,0,0,0,0,0,0,0,0,0,0.001420358,,,0,0,0,0,0,0,0,,,,,,,,,,868.2512,622149.44,,,-4996.5405,-7237.8647,-6529.7295,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,90,2001,0.000021,0.00081,1,,,,,,1,6,0,0,1,4152,,0,3,1,4152,1,1,0,0,0,0,0,,8,,8,80090,80090,800902001,,1,0,,1,,0,0,0,0,0,0,0,0,0,0,0.025270758,,,0,0,0,0,0,0,0,,,,,,,,,,868.2512,20998.207,,,0,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,91,2001,0.000021,0.000505,1,,,,,,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,7,,7,80091,80091,800912001,0,1,0,,1,,0,0,0,0,0,0,0,0,0,0,0.039923955,,,0,0,0,0,0,0,0,,,,,,,,,,868.2512,6401.8276,,,-4996.5405,-7237.8647,-6529.7295,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,200,2001,0.000021,0.023008,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,10,,10,80200,80200,802002001,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0.000911894,,,0,0,0,0,0,0,0,,,,,,,,,,868.2512,1429936,,,-4996.5405,-7237.8647,-6529.7295,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,220,2001,0.000021,0.01996,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,9,,9,80220,80220,802202001,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0.001050999,,,0,0,0,0,0,0,0,,,,,,,,,,868.2512,1320145,,,-4996.5405,-7237.8647,-6529.7295,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,255,2001,0.000021,0.027985,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,10,,10,80255,80255,802552001,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0.000749839,,,0,0,0,0,0,0,0,,,,,,,,,,868.2512,,,,-1162.8324,-1208.6919,-1086.3838,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,365,2001,0.000021,0.05455,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,7,,7,80365,80365,803652001,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0.00038482,,,0,1,0,1,1,0,1,,,,,,,,,,868.2512,1680811.2,,,-4996.5405,-7237.8647,-6529.7295,,,,,,0,,2,2,0,0,0,0,0,0,0,0,0,1,0,0
80,710,2001,0.000021,0.133636,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,-7,,-7,80710,80710,807102001,0,0,0,,0,,0,0,1,0,0,0,0,0,0,0,0.000157119,,,0,0,0,0,0,0,1,,,,,,,,,,868.2512,1180121.5,,,-4996.5405,-7237.8647,-6529.7295,,,,,,0,,0,2,0,0,0,0,0,0,0,0,0,1,0,0
80,740,2001,0.000021,0.050712,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,,10,,10,80740,80740,807402001,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0.000413932,,,0,0,0,0,0,0,0,,,,,,,,,,868.2512,4159862,,,-4996.5405,-7237.8647,-6529.7295,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,2,2001,0.00081,0.149702,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,8,10,8,10,90002,2090,20902001,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.005381631,,,0,1,0,1,1,0,0,,,,,,,,,,20998.207,9997884,,,-25029.148,-51654.914,-59959.83,,,,,,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,1.5286616
90,70,2001,0.00081,0.014764,1,,,,,,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,8,8,8,90070,70090,700902001,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.05200976,,,0,0,0,0,0,0,0,,,,,,,,,,20998.207,622149.44,,,-2963.1567,-3719.6108,-3343.2217,,,,,,0,,0,0,0,13000,0,2.6390574,0,0,0,0,0,0,0,2.8350353
90,80,2001,0.00081,0.000021,1,,,,,,1,6,0,0,1,4152,,0,1,3,4152,1,1,0,0,0,0,0,8,,8,,90080,80090,800902001,,1,0,1,,0,,0,0,0,0,0,0,0,0,0,0.97472924,,,0,0,0,0,0,0,0,,,,,,,,,,20998.207,868.2512,,,0,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,91,2001,0.00081,0.000505,1,,,,,,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,8,7,8,7,90091,90091,900912001,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.6159696,,,0,0,0,0,0,0,0,,,,,,,,,,20998.207,6401.8276,,,-73646.66,-172574.53,-249779.06,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,92,2001,0.00081,0.000648,1,,,,,,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,8,7,8,7,90092,90092,900922001,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.5555556,,,0,0,0,0,0,0,0,,,,,,,,,,20998.207,13800.792,,,-12300.324,-22321.918,-22037.838,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,93,2001,0.00081,0.000438,1,,,,,,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,8,8,8,8,90093,90093,900932001,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.6490385,,,0,0,0,0,0,0,0,,,,,,,,,,20998.207,4039.9937,,,-122174.125,-297727.06,-461936.12,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.41343328,0
90,94,2001,0.00081,0.000315,1,,,,,,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,8,10,8,10,90094,90094,900942001,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.71999997,,,0,0,0,0,0,0,0,,,,,,,,,,20998.207,16399.71,,,-92330.06,-220461.88,-329947.75,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,200,2001,0.00081,0.023008,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,8,10,8,10,90200,90200,902002001,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.034007892,,,0,0,0,0,0,0,0,,,,,,,,,,20998.207,1429936,,,-6859.3945,-10832.951,-9930.902,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,220,2001,0.00081,0.01996,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,8,9,8,9,90220,90220,902202001,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.038998555,,,0,0,0,0,0,0,0,,,,,,,,,,20998.207,1320145,,,-46535.734,-104175.266,-138990.53,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,255,2001,0.00081,0.027985,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,10,8,10,90255,90255,902552001,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.028129885,,,0,0,0,0,0,0,0,,,,,,,,,,20998.207,,,,-1162.8324,-1208.6919,-1086.3838,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,365,2001,0.00081,0.05455,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,8,7,8,7,90365,90365,903652001,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.014631503,,,0,1,0,1,1,0,1,,,,,,,,,,20998.207,1680811.2,,,-227952.25,-575552.75,-949961.5,,,,,,0,,2,2,0,0,0,0,0,0,0,0,0,1,0,0
90,710,2001,0.00081,0.133636,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,8,-7,8,-7,90710,90710,907102001,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.006024724,,,0,0,0,0,0,0,1,,,,,,,,,,20998.207,1180121.5,,,-227952.25,-575552.75,-949961.5,,,,,,0,,0,2,0,0,0,0,0,0,0,0,0,1,0,0
90,740,2001,0.00081,0.050712,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,8,10,8,10,90740,90740,907402001,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.015721438,,,0,0,0,0,0,0,0,,,,,,,,,,20998.207,4159862,,,-34326.36,-74070.01,-92652.02,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2,2001,0.000505,0.149702,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,7,10,7,10,91002,2091,20912001,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.003362027,,,0,1,0,1,1,0,0,,,,,,,,,,6401.8276,9997884,,,-71678.06,-167557.88,-241479.75,,,,,,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0.4239597
91,40,2001,0.000505,0.001475,1,,,,,,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,7,-7,7,-7,91040,40091,400912001,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.2550505,,,0,0,0,0,0,0,0,,,,,,,,,,6401.8276,28805.572,,,-117377.25,-285257.88,-440465.75,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,51,2001,0.000505,0.000198,1,,,,,,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,7,9,7,9,91051,51091,510912001,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.71834993,,,0,0,0,0,0,0,0,,,,,,,,,,6401.8276,8109.689,,,-21458.14,-43220.066,-48292.13,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,70,2001,0.000505,0.014764,1,,,,,,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,7,8,7,8,91070,70091,700912001,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.03307355,,,0,0,0,0,0,0,0,,,,,,,,,,6401.8276,622149.44,,,-142054.44,-349566.56,-551743.2,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,80,2001,0.000505,0.000021,1,,,,,,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,7,,7,,91080,80091,800912001,0,1,0,1,,0,,0,0,0,0,0,0,0,0,0,0.96007603,,,0,0,0,0,0,0,0,,,,,,,,,,6401.8276,868.2512,,,-4996.5405,-7237.8647,-6529.7295,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,90,2001,0.000505,0.00081,1,,,,,,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,7,8,7,8,91090,90091,900912001,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.38403043,,,0,0,0,0,0,0,0,,,,,,,,,,6401.8276,20998.207,,,-73646.66,-172574.53,-249779.06,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,92,2001,0.000505,0.000648,1,,,,,,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,91092,91092,910922001,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.43798786,,,0,0,0,0,0,0,0,,,,,,,,,,6401.8276,13800.792,,,-330.87567,-311.48108,-279.96216,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,93,2001,0.000505,0.000438,1,,,,,,1,6,0,0,0,0,1,4327,3,1,4327,1,1,0,0,0,0,0,7,8,7,8,91093,91093,910932001,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.5355249,,,0,0,0,0,0,0,0,,,,,,,,,,6401.8276,4039.9937,,,0,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,200,2001,0.000505,0.023008,1,,,,,,6,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,89,7,10,7,10,91200,91200,912002001,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0.021477481,,,0,0,0,0,0,0,0,,,,,,,,,,6401.8276,1429936,,,-110318.125,-266940.06,-409032.12,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,220,2001,0.000505,0.01996,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,7,9,7,9,91220,91220,912202001,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.024676278,,,0,0,0,0,0,0,0,,,,,,,,,,6401.8276,1320145,,,-46535.734,-104175.266,-138990.53,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,255,2001,0.000505,0.027985,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,10,7,10,91255,91255,912552001,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.017725518,,,0,0,0,0,0,0,0,,,,,,,,,,6401.8276,,,,-1162.8324,-1208.6919,-1086.3838,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,365,2001,0.000505,0.05455,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,7,7,7,7,91365,91365,913652001,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.009172645,,,0,1,0,1,1,0,1,,,,,,,,,,6401.8276,1680811.2,,,-142054.44,-349566.56,-551743.2,,,,,,0,,2,2,0,0,0,0,0,0,0,0,0,1,0,0
91,710,2001,0.000505,0.133636,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,7,-7,7,-7,91710,91710,917102001,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.003764696,,,0,0,0,0,0,0,1,,,,,,,,,,6401.8276,1180121.5,,,-142054.44,-349566.56,-551743.2,,,,,,0,,0,2,0,0,0,0,0,0,0,0,0,1,0,0
91,740,2001,0.000505,0.050712,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,7,10,7,10,91740,91740,917402001,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.009860007,,,0,0,0,0,0,0,0,,,,,,,,,,6401.8276,4159862,,,-34326.36,-74070.01,-92652.02,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2,2001,0.000648,0.149702,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,7,10,7,10,92002,2092,20922001,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.004309943,,,0,1,0,1,1,0,0,,,,,,,,,,13800.792,9997884,,,-88031.53,-209404.72,-311301.44,,,,,,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,1.0708984
92,90,2001,0.000648,0.00081,1,,,,,,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,7,8,7,8,92090,90092,900922001,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.44444445,,,0,0,0,0,0,0,0,,,,,,,,,,13800.792,20998.207,,,-12300.324,-22321.918,-22037.838,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,91,2001,0.000648,0.000505,1,,,,,,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,7,7,7,92091,91092,910922001,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.56201214,,,0,0,0,0,0,0,0,,,,,,,,,,13800.792,6401.8276,,,-330.87567,-311.48108,-279.96216,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,93,2001,0.000648,0.000438,1,,,,,,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,8,7,8,92093,92093,920932001,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.5966851,,,0,0,0,0,0,0,0,,,,,,,,,,13800.792,4039.9937,,,-26.124325,-24.518919,-22.037838,,,,,,0,,0,0,0,300,0,0.26236427,0,300,0,0.26236427,0,0,0,0
92,94,2001,0.000648,0.000315,1,,,,,,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,7,10,7,10,92094,92094,920942001,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.67289716,,,0,0,0,0,0,0,0,,,,,,,,,,13800.792,16399.71,,,-92330.06,-220461.88,-329947.75,,,,,,0,,0,0,0,800,0,0.5877867,0,7,0,0.006975614,0,0,0,0.5838902
92,200,2001,0.000648,0.023008,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,7,10,7,10,92200,92200,922002001,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.027392628,,,0,0,0,0,0,0,0,,,,,,,,,,13800.792,1429936,,,-207499,-521528.62,-854051.4,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,220,2001,0.000648,0.01996,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,7,9,7,9,92220,92220,922202001,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.0314441,,,0,0,0,0,0,0,0,,,,,,,,,,13800.792,1320145,,,-46535.734,-104175.266,-138990.53,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,255,2001,0.000648,0.027985,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,10,7,10,92255,92255,922552001,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.02263123,,,0,0,0,0,0,0,0,,,,,,,,,,13800.792,,,,-1162.8324,-1208.6919,-1086.3838,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,365,2001,0.000648,0.05455,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,7,7,7,7,92365,92365,923652001,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.011739556,,,0,1,0,1,1,0,1,,,,,,,,,,13800.792,1680811.2,,,-207499,-521528.62,-854051.4,,,,,,0,,2,2,0,0,0,0,0,0,0,0,0,1,0,0
92,710,2001,0.000648,0.133636,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,7,-7,7,-7,92710,92710,927102001,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0.004825593,,,0,0,0,0,0,0,1,,,,,,,,,,13800.792,1180121.5,,,-207499,-521528.62,-854051.4,,,,,,0,,0,2,0,0,0,0,0,0,0,0,0,1,0,0
92,740,2001,0.000648,0.050712,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,7,10,7,10,92740,92740,927402001,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.012616822,,,0,0,0,0,0,0,0,,,,,,,,,,13800.792,4159862,,,-34326.36,-74070.01,-92652.02,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2,2001,0.000438,0.149702,1,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,10,8,10,93002,2093,20932001,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.002917277,,,0,1,0,1,1,0,0,,,,,,,,,,4039.9937,9997884,,,-1455.9568,-1569.2108,-1410.4216,,,,,,0,,2,0,0,600,0,0.47000363,0,0,0,0,0,0,0,0.7537718
93,51,2001,0.000438,0.000198,1,,,,,,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,8,9,8,9,93051,51093,510932001,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.6886792,,,0,0,0,0,0,0,0,,,,,,,,,,4039.9937,8109.689,,,-21458.14,-43220.066,-48292.13,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,90,2001,0.000438,0.00081,1,,,,,,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,8,8,8,8,93090,90093,900932001,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.35096154,,,0,0,0,0,0,0,0,,,,,,,,,,4039.9937,20998.207,,,-122174.125,-297727.06,-461936.12,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41343328
93,91,2001,0.000438,0.000505,1,,,,,,1,6,0,0,0,0,,0,1,3,4327,1,1,0,0,0,0,0,8,7,8,7,93091,91093,910932001,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.46447507,,,0,0,0,0,0,0,0,,,,,,,,,,4039.9937,6401.8276,,,0,0,0,,,,,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,92,2001,0.000438,0.000648,1,,,,,,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,8,7,93092,92093,920932001,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0.40331492,,,0,0,0,0,0,0,0,,,,,,,,,,4039.9937,13800.792,,,-26.124325,-24.518919,-22.037838,,,,,,0,,0,0,300,0,0.26236427,0,300,0,0.26236427,0,0,0,0,0
