ID,VotedFor,PresVote,PartyID,Age,FamIncome,Female,White,FT.Bush,FT.Clinton,FT.Perot
5009,Bush,1,6,39,18,1,White,50,50,0
5012,Perot,3,6,40,22,1,White,70,70,70
5014,Clinton,2,1,53,13,1,Non-White,70,85,70
5016,Clinton,2,1,72,4,1,White,50,70,15
5022,Clinton,2,1,69,4,1,White,0,100,0
5023,Perot,3,1,60,20,1,White,30,60,100
5024,Clinton,2,1,59,17,1,Non-White,0,100,15
5025,Clinton,2,3,20,4,0,White,40,60,70
5026,Bush,1,3,21,6,1,White,30,40,50
5028,Bush,1,5,62,21,0,White,70,40,50
5029,Clinton,2,1,68,12,0,White,30,85,0
5034,Perot,3,2,24,19,1,White,85,60,70
5036,Clinton,2,1,83,9,0,White,30,70,15
5038,Perot,3,2,37,21,0,White,15,70,50
5039,Bush,1,7,53,21,0,White,85,40,30
5041,Clinton,2,3,20,3,1,Non-White,50,85,0
5043,Perot,3,7,63,18,0,White,85,60,40
5046,Perot,3,2,74,11,0,White,70,60,85
5047,Bush,1,3,33,16,1,White,60,40,30
5048,Bush,1,7,48,23,1,White,70,30,30
5049,Bush,1,7,58,20,0,White,100,50,50
5051,Clinton,2,5,21,2,1,Non-White,40,85,60
5053,Clinton,2,1,29,8,0,Non-White,30,95,75
5054,Bush,1,6,50,16,0,White,100,15,15
5055,Perot,3,6,67,11,1,White,70,15,60
5056,Bush,1,7,39,19,1,White,100,0,15
5058,Bush,1,6,83,4,1,White,70,50,0
5060,Clinton,2,3,54,24,0,White,0,70,60
5061,Clinton,2,3,71,4,1,White,60,70,50
5062,Clinton,2,2,86,4,1,White,60,30,40
5064,Bush,1,6,50,17,0,White,60,60,85
5066,Clinton,2,3,69,7,1,White,50,60,50
5070,Clinton,2,2,40,21,1,White,15,70,0
5071,Perot,3,2,26,13,0,Non-White,50,60,70
5072,Clinton,2,4,67,16,1,White,40,85,40
5073,Clinton,2,6,34,23,1,White,70,85,85
5074,Clinton,2,2,48,18,1,White,40,60,60
5076,Perot,3,2,39,16,0,White,0,60,85
5077,Perot,3,5,49,19,0,White,70,30,60
5078,Clinton,2,4,44,21,0,White,15,85,40
5080,Perot,3,6,40,15,0,White,60,70,100
5082,Clinton,2,2,58,19,0,White,25,60,50
5083,Bush,1,7,40,19,0,White,85,0,0
5085,Bush,1,7,58,13,1,White,85,30,50
5086,Clinton,2,2,77,15,0,White,30,85,70
5087,Clinton,2,1,64,8,0,White,15,100,0
5088,Clinton,2,3,68,15,1,White,50,75,10
5090,Bush,1,5,45,20,0,White,70,50,40
5091,Bush,1,7,52,18,0,White,70,60,30
5095,Clinton,2,1,35,17,0,White,0,85,30
5096,Clinton,2,3,77,16,1,White,0,85,0
5097,Bush,1,5,34,17,0,White,60,40,20
5098,Bush,1,6,39,17,0,White,70,50,50
5100,Bush,1,6,60,16,0,White,70,40,40
5101,Clinton,2,1,82,13,0,White,85,100,50
5103,Perot,3,6,29,13,0,White,60,15,85
5105,Clinton,2,1,70,4,1,White,50,85,50
5106,Bush,1,6,27,11,1,White,70,50,50
5107,Bush,1,7,61,21,0,White,70,30,30
5108,Perot,3,6,79,11,1,White,60,65,70
5109,Bush,1,7,66,8,1,White,85,60,70
5110,Clinton,2,3,63,14,0,White,30,85,70
5111,Clinton,2,1,37,9,0,White,0,85,15
5113,Clinton,2,2,43,17,1,White,15,85,0
5114,Bush,1,3,46,15,1,White,70,40,0
5115,Clinton,2,2,60,20,1,White,50,60,0
5116,Clinton,2,4,82,21,0,White,60,60,50
5118,Perot,3,3,61,4,1,White,70,100,50
5119,Perot,3,4,21,20,0,White,70,40,50
5121,Clinton,2,1,50,21,1,White,60,60,30
5122,Clinton,2,3,50,22,1,White,40,60,85
5124,Clinton,2,2,56,24,1,White,40,70,15
5126,Perot,3,3,30,1,0,White,15,60,0
5127,Bush,1,7,63,15,0,White,60,15,70
5128,Perot,3,2,43,20,1,White,15,60,100
5129,Perot,3,2,82,6,0,White,60,0,40
5130,Perot,3,3,33,15,0,White,40,40,70
5131,Bush,1,6,32,20,0,White,100,40,40
5132,Bush,1,7,32,14,0,White,85,0,15
5133,Bush,1,5,50,12,1,White,70,50,60
5134,Clinton,2,6,75,16,0,White,85,90,50
5135,Perot,3,6,54,24,0,White,60,40,50
5136,Perot,3,6,29,20,1,White,70,60,40
5137,Clinton,2,4,46,20,0,White,40,70,50
5139,Clinton,2,2,64,11,1,White,0,60,0
5141,Clinton,2,3,71,15,0,White,50,70,50
5142,Clinton,2,1,60,21,0,White,50,70,50
5143,Clinton,2,2,46,6,1,White,60,85,70
5144,Clinton,2,1,57,20,1,White,0,100,40
5145,Clinton,2,1,76,10,1,White,50,85,50
5146,Clinton,2,1,77,9,1,White,30,85,100
5148,Clinton,2,2,37,14,1,White,15,60,15
5150,Clinton,2,1,82,14,0,White,0,60,50
5151,Bush,1,6,33,22,0,White,40,15,0
5152,Bush,1,5,36,15,1,White,60,60,15
5153,Perot,3,2,28,20,0,White,60,60,30
5154,Clinton,2,2,64,6,1,Non-White,50,50,50
5155,Bush,1,4,68,9,1,Non-White,40,30,0
5156,Bush,1,7,61,21,0,White,70,0,15
5157,Bush,1,6,35,19,0,White,85,0,0
5159,Clinton,2,3,36,17,1,White,60,60,40
5162,Clinton,2,1,71,3,1,White,30,100,15
5163,Clinton,2,2,39,20,0,White,35,75,40
5164,Perot,3,6,37,20,1,White,60,40,60
5165,Bush,1,4,60,12,1,White,50,50,50
5166,Clinton,2,4,70,13,1,White,50,70,50
5167,Clinton,2,2,30,12,1,Non-White,30,60,50
5168,Bush,1,5,58,16,0,White,40,50,50
5169,Bush,1,6,28,14,0,White,85,50,40
5170,Perot,3,6,36,16,1,White,60,40,40
5171,Bush,1,6,43,21,0,White,85,15,60
5172,Clinton,2,1,41,20,1,White,30,60,30
5176,Bush,1,2,29,11,1,White,85,40,0
5177,Clinton,2,1,61,2,0,White,0,85,60
5178,Perot,3,1,67,10,1,White,0,60,0
5179,Clinton,2,1,38,1,0,Non-White,50,85,60
5180,Perot,3,2,65,15,0,White,30,60,70
5182,Clinton,2,1,38,19,0,Non-White,60,60,50
5183,Clinton,2,1,72,4,1,White,40,100,30
5185,Bush,1,6,37,14,0,White,70,50,30
5186,Bush,1,4,44,15,1,White,70,60,50
5187,Perot,3,1,45,3,1,White,0,100,60
5191,Bush,1,7,76,15,1,White,85,50,0
5192,Clinton,2,2,24,19,0,White,50,75,65
5193,Perot,3,4,62,21,0,White,60,40,85
5201,Clinton,2,2,36,14,0,White,85,70,100
5202,Bush,1,6,30,15,1,White,85,50,60
5207,Bush,1,7,81,17,1,White,85,40,60
5208,Clinton,2,1,33,15,1,White,30,70,50
5209,Clinton,2,4,25,15,1,White,15,85,50
5210,Clinton,2,1,74,4,1,White,50,60,40
5211,Clinton,2,2,53,23,1,White,50,75,25
5212,Clinton,2,1,59,5,0,Non-White,30,85,15
5214,Clinton,2,1,81,6,0,White,0,85,0
5218,Bush,1,5,29,16,0,White,60,40,15
5220,Clinton,2,2,33,12,1,White,80,90,80
5221,Bush,1,6,53,12,1,White,70,40,40
5224,Clinton,2,2,51,16,0,Non-White,50,85,40
5227,Bush,1,6,34,19,0,White,85,30,60
5229,Bush,1,7,58,16,1,White,100,0,15
5230,Perot,3,2,44,20,0,White,70,40,85
5231,Perot,3,5,42,24,0,White,30,50,85
5232,Bush,1,6,25,24,1,White,60,0,50
5233,Clinton,2,2,27,17,0,White,40,60,50
5234,Clinton,2,1,57,6,0,Non-White,0,100,0
5235,Perot,3,7,37,15,0,White,85,50,70
5238,Bush,1,5,74,9,1,White,40,30,30
5239,Clinton,2,4,55,15,0,White,70,70,40
5240,Clinton,2,1,79,6,1,White,40,85,85
5242,Clinton,2,1,37,21,1,White,0,85,50
5244,Bush,1,6,75,11,1,White,70,50,40
5247,Clinton,2,3,30,15,0,White,40,60,50
5250,Clinton,2,6,32,6,1,White,40,60,0
5251,Perot,3,5,30,20,0,White,65,60,40
5253,Bush,1,6,66,14,0,White,85,30,85
5257,Bush,1,7,37,10,0,White,85,0,15
5258,Perot,3,3,28,3,1,White,50,60,40
5259,Bush,1,6,28,8,1,White,70,70,40
5263,Clinton,2,2,51,18,1,White,40,60,30
5265,Perot,3,6,66,12,0,White,60,50,70
5272,Clinton,2,1,66,16,1,White,40,100,15
5273,Perot,3,3,74,18,0,White,70,85,70
5274,Clinton,2,1,67,14,0,White,0,85,0
5275,Bush,1,6,32,20,0,White,90,40,65
5277,Clinton,2,3,75,10,1,White,0,100,0
5278,Bush,1,6,64,1,1,White,100,60,60
5280,Clinton,2,4,35,5,1,White,40,50,20
5282,Bush,1,5,63,21,0,White,50,50,70
5286,Clinton,2,4,42,9,0,White,0,70,60
5287,Perot,3,5,33,18,0,White,70,30,85
5288,Bush,1,6,69,16,0,White,60,30,60
5292,Perot,3,3,68,22,1,White,30,60,30
5293,Bush,1,4,65,16,1,White,0,50,50
5294,Clinton,2,1,49,20,0,White,30,85,30
5295,Bush,1,6,30,18,0,White,85,40,50
5296,Perot,3,5,78,16,0,White,50,50,70
5297,Clinton,2,3,23,12,1,White,60,70,60
5298,Clinton,2,3,42,12,0,White,15,60,15
5299,Clinton,2,3,49,19,0,White,60,70,30
5300,Bush,1,6,26,19,1,White,90,10,10
5301,Clinton,2,1,23,20,0,White,15,70,40
5302,Bush,1,7,65,14,1,White,85,30,50
5303,Bush,1,1,36,18,1,White,60,85,60
5305,Clinton,2,2,91,10,0,White,40,60,70
5306,Bush,1,1,78,23,1,White,60,40,30
5307,Bush,1,6,76,11,0,White,60,60,60
5308,Clinton,2,1,76,7,1,White,40,85,50
5309,Clinton,2,1,38,20,1,White,15,85,60
5310,Clinton,2,3,47,13,0,White,30,70,50
5311,Clinton,2,1,41,19,1,Non-White,25,65,50
5312,Bush,1,6,48,2,1,White,85,40,50
5314,Bush,1,5,41,17,0,White,85,50,50
5315,Bush,1,2,71,17,1,White,85,60,70
5316,Perot,3,2,29,18,0,White,15,50,60
5317,Clinton,2,6,28,20,1,White,80,87,50
5318,Clinton,2,1,35,10,0,White,70,85,50
5322,Bush,1,7,70,14,0,Non-White,75,10,50
5326,Bush,1,6,34,21,0,White,80,50,60
5327,Clinton,2,1,35,12,1,Non-White,35,75,0
5328,Clinton,2,2,40,22,0,White,70,60,0
5329,Bush,1,7,71,6,1,White,85,30,0
5330,Bush,1,6,70,11,1,White,70,40,15
5331,Bush,1,7,56,24,1,White,85,15,0
5332,Clinton,2,2,35,18,1,White,60,60,15
5333,Clinton,2,3,47,24,0,White,30,60,40
5335,Clinton,2,1,68,14,0,Non-White,40,60,50
5336,Perot,3,1,87,3,1,White,50,60,85
5337,Perot,3,2,41,17,0,White,15,15,50
5340,Bush,1,7,43,21,0,White,85,30,40
5343,Bush,1,4,32,13,0,White,60,40,40
5345,Clinton,2,1,27,14,1,White,0,70,60
5346,Clinton,2,1,81,5,1,White,70,85,50
5347,Clinton,2,2,73,11,0,White,30,70,0
5348,Clinton,2,4,63,14,0,White,15,50,0
5350,Bush,1,7,81,11,1,White,85,50,15
5351,Bush,1,7,83,5,1,White,70,0,15
5352,Perot,3,6,69,5,1,White,60,15,40
5354,Perot,3,4,30,11,1,White,0,15,85
5355,Clinton,2,3,20,20,1,White,45,65,55
5356,Clinton,2,1,46,21,1,White,15,85,0
5358,Bush,1,5,77,12,1,White,100,85,60
5359,Clinton,2,4,37,21,1,White,40,45,60
5360,Clinton,2,3,36,18,0,White,30,60,50
5362,Clinton,2,6,53,21,0,Non-White,40,60,0
5363,Bush,1,7,35,17,1,White,100,30,30
5364,Bush,1,7,70,15,1,White,85,40,30
5367,Clinton,2,1,48,22,0,White,40,70,30
5369,Bush,1,7,83,14,1,White,85,30,15
5371,Perot,3,7,66,18,0,White,70,40,50
5372,Bush,1,7,29,17,1,White,100,30,0
5374,Perot,3,6,30,18,1,White,70,40,60
5375,Perot,3,5,29,12,0,White,50,40,60
5376,Perot,3,3,21,4,0,White,30,50,40
5377,Clinton,2,1,80,20,0,Non-White,40,85,0
5379,Clinton,2,3,37,11,1,White,0,70,15
5380,Clinton,2,3,43,21,0,White,40,60,0
5381,Bush,1,7,83,9,1,White,100,50,50
5384,Clinton,2,1,64,22,0,Non-White,0,85,15
5385,Clinton,2,3,60,14,0,White,30,85,60
5386,Perot,3,4,36,7,1,White,50,0,100
5387,Perot,3,4,51,20,0,White,0,0,100
5388,Clinton,2,1,39,18,1,White,40,85,40
5390,Clinton,2,3,64,1,1,White,50,85,70
5391,Clinton,2,7,35,7,1,Non-White,85,70,60
5392,Bush,1,6,33,19,0,White,50,30,30
5393,Bush,1,7,75,16,0,White,85,30,0
5397,Bush,1,7,50,24,1,White,85,50,50
5398,Perot,3,1,37,15,0,White,50,60,70
5402,Bush,1,3,76,4,1,White,70,0,0
5403,Clinton,2,1,55,1,1,White,60,85,50
5404,Clinton,2,1,56,11,0,White,70,70,50
5405,Clinton,2,3,74,15,1,White,50,85,30
5407,Clinton,2,3,63,15,1,White,50,50,0
5408,Clinton,2,1,66,3,1,White,0,100,15
5412,Perot,3,6,57,16,1,White,60,85,15
5413,Clinton,2,1,84,12,0,White,0,100,0
5414,Bush,1,7,61,15,0,White,75,30,60
5415,Perot,3,7,28,19,0,White,60,15,60
5416,Bush,1,6,31,24,0,White,60,60,70
5418,Bush,1,4,27,10,0,White,70,70,70
5420,Bush,1,7,36,15,0,White,85,30,15
5422,Bush,1,6,74,2,1,White,40,15,0
5423,Bush,1,6,49,12,1,White,85,100,60
5425,Clinton,2,1,82,12,0,White,0,90,40
5427,Perot,3,6,75,21,1,White,40,30,60
5431,Clinton,2,1,38,16,0,Non-White,50,70,60
5432,Clinton,2,3,41,18,0,White,30,70,15
5433,Bush,1,2,49,21,1,White,85,70,50
5434,Clinton,2,3,55,19,1,White,50,60,40
5436,Bush,1,5,76,10,1,White,70,40,50
5437,Clinton,2,1,26,19,1,Non-White,10,75,0
5438,Bush,1,7,45,21,0,White,85,15,50
5439,Clinton,2,1,64,2,1,White,30,100,50
5441,Bush,1,7,40,21,0,White,85,30,60
5442,Clinton,2,1,46,16,1,White,0,85,50
5443,Clinton,2,1,60,9,0,White,15,85,30
5444,Perot,3,7,70,18,1,White,85,40,60
5445,Perot,3,5,45,22,0,White,75,40,75
5449,Bush,1,6,51,17,0,White,100,50,15
5450,Bush,1,6,62,16,1,White,70,60,50
5451,Clinton,2,6,21,16,0,White,60,85,60
5453,Clinton,2,6,51,24,1,White,70,40,60
5455,Clinton,2,2,49,24,0,Non-White,60,70,50
5456,Bush,1,5,65,15,0,White,100,40,50
5457,Perot,3,6,67,20,0,White,60,70,85
5459,Perot,3,3,40,14,1,White,70,15,60
5461,Clinton,2,3,30,19,1,White,60,40,0
5462,Bush,1,2,54,16,1,White,70,60,15
5464,Bush,1,2,35,21,1,White,85,70,50
5466,Perot,3,3,30,11,0,White,15,60,30
5467,Perot,3,5,30,21,1,White,50,30,30
5469,Clinton,2,5,20,22,0,White,70,40,80
5470,Perot,3,7,81,17,1,White,70,60,70
5471,Clinton,2,1,81,10,1,White,60,85,50
5472,Clinton,2,3,44,18,0,White,30,70,0
5473,Bush,1,5,54,4,0,White,85,60,60
5477,Perot,3,2,32,21,0,White,40,60,60
5478,Clinton,2,2,32,21,0,White,40,70,30
5479,Perot,3,4,24,15,1,White,70,50,85
5480,Bush,1,6,23,10,0,White,80,30,50
5481,Clinton,2,3,43,21,1,Non-White,25,50,25
5484,Clinton,2,1,72,7,1,White,30,100,85
5485,Clinton,2,3,20,19,0,White,50,100,70
5486,Clinton,2,1,78,17,1,White,70,85,50
5488,Bush,1,4,42,21,1,White,60,30,15
5490,Bush,1,7,25,16,0,White,85,15,50
5491,Perot,3,3,45,16,1,White,60,60,40
5492,Clinton,2,4,43,17,0,Non-White,40,85,70
5494,Clinton,2,3,76,6,1,White,15,70,30
5495,Clinton,2,5,42,24,1,White,30,60,50
5496,Clinton,2,2,53,24,0,White,40,70,50
5498,Perot,3,5,36,18,0,White,70,15,70
5501,Bush,1,4,26,18,1,White,30,30,40
5503,Bush,1,3,67,15,1,White,70,60,60
5504,Bush,1,6,49,24,0,White,80,40,40
5507,Bush,1,5,65,14,1,White,70,60,50
5508,Bush,1,5,58,8,1,White,60,30,15
5509,Bush,1,7,57,11,0,White,100,0,0
5510,Clinton,2,4,52,14,1,White,40,85,0
5511,Clinton,2,1,69,14,0,White,30,85,0
5513,Clinton,2,2,28,16,0,White,30,85,60
5514,Clinton,2,4,30,6,1,White,50,60,15
5515,Clinton,2,2,30,16,1,White,0,100,50
5516,Bush,1,7,41,15,0,White,100,60,60
5521,Perot,3,2,36,12,1,White,50,50,25
5522,Clinton,2,1,69,8,0,White,0,85,50
5523,Perot,3,3,29,14,0,White,0,70,100
5526,Clinton,2,2,31,21,0,White,40,60,50
5528,Clinton,2,1,60,14,0,White,0,100,60
5529,Bush,1,5,70,14,1,White,85,30,70
5530,Perot,3,3,43,15,0,White,0,60,40
5531,Bush,1,7,47,18,0,White,70,0,70
5532,Clinton,2,1,34,21,1,Non-White,50,80,65
5533,Bush,1,5,30,17,0,White,70,55,55
5534,Bush,1,7,77,15,0,White,80,15,0
5535,Bush,1,7,43,18,0,White,70,15,50
5536,Bush,1,7,35,17,0,White,85,0,40
5538,Clinton,2,1,56,16,0,Non-White,15,100,85
5539,Clinton,2,6,58,14,1,White,0,85,0
5540,Bush,1,2,44,16,1,White,50,50,15
5541,Perot,3,2,55,9,1,Non-White,15,30,30
5542,Clinton,2,3,22,3,0,White,30,60,30
5543,Perot,3,6,45,22,0,White,60,50,60
5545,Bush,1,5,27,16,0,White,70,30,85
5546,Bush,1,7,35,15,0,White,100,0,0
5548,Bush,1,6,34,16,0,White,70,35,40
5550,Bush,1,7,60,3,1,White,85,60,50
5552,Bush,1,6,24,7,1,White,90,30,10
5553,Perot,3,4,46,18,1,White,15,40,85
5554,Bush,1,5,41,19,1,White,70,40,15
5555,Perot,3,1,57,20,0,White,70,60,30
5556,Clinton,2,1,46,20,1,White,0,100,50
5558,Bush,1,6,77,11,1,White,40,0,90
5559,Bush,1,7,40,24,1,White,90,0,0
5560,Bush,1,7,35,19,1,White,60,60,0
5562,Bush,1,5,49,16,1,White,70,50,50
5563,Bush,1,5,37,8,1,White,100,60,70
5564,Bush,1,5,50,21,1,White,60,30,50
5567,Perot,3,5,67,16,0,White,85,0,70
5568,Clinton,2,2,71,13,0,White,0,60,0
5569,Bush,1,7,71,16,1,White,85,40,50
5570,Clinton,2,3,41,21,1,White,0,70,40
5571,Clinton,2,2,75,10,0,White,60,70,15
5572,Bush,1,6,76,19,1,White,85,15,50
5574,Perot,3,6,46,23,1,White,70,15,85
5575,Perot,3,6,51,18,0,White,60,15,15
5576,Clinton,2,1,33,17,1,White,50,50,30
5578,Bush,1,3,45,17,1,White,60,30,30
5579,Clinton,2,1,44,17,0,Non-White,70,70,50
5580,Bush,1,2,70,12,1,White,70,50,50
5581,Clinton,2,2,38,22,0,Non-White,0,75,50
5583,Clinton,2,3,31,8,1,Non-White,0,100,50
5584,Clinton,2,3,49,22,0,White,0,70,50
5586,Clinton,2,2,71,4,1,White,40,85,0
5587,Bush,1,1,53,13,0,White,100,50,0
5588,Perot,3,6,56,19,0,White,50,50,70
5589,Clinton,2,3,48,21,1,White,60,60,30
5590,Perot,3,5,81,17,1,White,70,30,85
5591,Perot,3,6,25,22,0,White,70,30,60
5594,Clinton,2,1,25,15,0,White,15,85,70
5595,Bush,1,7,46,23,0,White,85,15,40
5596,Bush,1,5,20,22,0,White,75,10,50
5597,Perot,3,6,49,16,1,White,60,40,50
5598,Bush,1,6,55,19,0,White,60,50,60
5599,Clinton,2,3,41,15,1,White,0,75,30
5602,Clinton,2,4,30,1,0,White,15,60,50
5603,Perot,3,4,59,17,1,White,60,60,100
5604,Bush,1,6,43,24,1,White,85,5,5
5605,Bush,1,7,38,20,0,White,85,40,70
5606,Bush,1,5,69,20,0,White,70,40,15
5608,Clinton,2,3,28,16,0,White,30,70,85
5609,Clinton,2,1,66,16,1,White,30,60,50
5610,Clinton,2,2,36,17,0,Non-White,40,50,40
5611,Perot,3,3,32,20,0,White,20,30,60
5613,Bush,1,7,46,16,1,White,80,60,70
5615,Bush,1,6,51,18,0,White,85,15,50
5617,Clinton,2,2,46,15,1,White,70,60,30
5620,Bush,1,7,81,13,1,Non-White,100,25,20
5621,Bush,1,4,69,17,1,White,85,60,50
5624,Bush,1,7,56,16,1,White,100,0,60
5626,Clinton,2,1,87,3,1,Non-White,0,85,0
5627,Clinton,2,2,33,16,1,Non-White,15,85,60
5628,Clinton,2,1,31,4,1,Non-White,0,70,15
5630,Bush,1,6,45,24,0,White,50,40,15
5631,Perot,3,4,77,15,1,White,70,60,60
5632,Clinton,2,3,31,4,1,Non-White,60,70,60
5633,Bush,1,5,61,21,1,White,60,0,30
5636,Clinton,2,2,54,13,1,White,60,85,50
5639,Perot,3,3,53,20,0,White,60,60,40
5640,Clinton,2,3,45,17,1,White,60,50,0
5641,Bush,1,7,43,22,0,White,85,40,0
5643,Bush,1,6,32,19,0,White,70,60,60
5644,Clinton,2,2,25,5,0,White,35,75,50
5645,Clinton,2,1,62,21,0,White,30,70,50
5646,Bush,1,7,54,18,0,White,70,40,40
5647,Clinton,2,3,46,3,0,White,50,70,30
5649,Perot,3,5,31,17,0,White,60,50,85
5650,Clinton,2,1,44,23,0,Non-White,40,60,50
5653,Clinton,2,3,79,18,1,White,75,85,55
5654,Clinton,2,3,64,15,0,White,15,85,60
5655,Clinton,2,2,46,15,1,White,60,85,50
5656,Bush,1,2,31,12,1,White,70,70,60
5660,Clinton,2,1,38,21,1,White,20,70,30
5661,Bush,1,5,35,18,0,Non-White,70,60,50
5663,Clinton,2,1,68,21,1,White,0,80,50
5664,Clinton,2,6,59,20,1,White,70,85,60
5665,Bush,1,6,39,24,1,White,70,40,50
5666,Perot,3,4,63,12,1,White,85,70,30
5667,Bush,1,6,49,13,0,White,0,0,60
5668,Bush,1,7,47,19,0,White,85,50,0
5670,Bush,1,6,76,4,0,White,60,50,40
5674,Clinton,2,6,79,2,1,Non-White,60,85,50
5676,Bush,1,7,62,18,1,White,85,40,70
5677,Bush,1,3,56,24,0,White,50,20,20
5678,Clinton,2,3,76,15,1,White,30,70,60
5683,Perot,3,1,34,11,1,White,40,70,70
5684,Perot,3,6,49,16,0,White,70,40,50
5685,Perot,3,4,23,9,0,White,50,50,80
5687,Clinton,2,1,46,24,1,White,40,85,50
5691,Clinton,2,4,29,5,0,White,30,60,50
5692,Bush,1,7,44,17,0,White,85,15,0
5693,Clinton,2,4,26,3,1,White,50,85,70
5694,Clinton,2,1,40,17,0,White,30,85,30
5695,Perot,3,3,45,18,0,White,0,70,85
5697,Perot,3,5,43,18,0,White,0,70,85
5698,Clinton,2,3,65,12,1,White,50,70,50
5700,Clinton,2,3,64,2,1,White,50,75,50
5701,Clinton,2,3,56,16,0,White,70,70,60
5705,Clinton,2,3,34,14,1,White,0,85,50
5706,Clinton,2,1,29,6,0,White,0,70,0
5707,Clinton,2,1,46,20,1,Non-White,30,80,45
5709,Bush,1,6,53,19,0,Non-White,70,50,50
5710,Bush,1,7,64,14,0,White,85,0,0
5711,Bush,1,5,53,16,0,White,60,0,0
5713,Clinton,2,1,51,23,1,White,0,80,20
5715,Clinton,2,2,49,15,0,White,40,70,50
5718,Clinton,2,2,39,15,1,White,70,70,100
5721,Clinton,2,2,25,12,1,White,30,60,60
5722,Bush,1,5,24,13,0,White,70,40,15
5725,Clinton,2,4,56,14,1,Non-White,15,40,0
5726,Clinton,2,3,67,14,1,White,60,85,50
5727,Clinton,2,2,29,15,0,White,60,80,20
5729,Clinton,2,1,66,4,0,Non-White,10,100,0
5730,Clinton,2,1,75,12,0,Non-White,70,85,60
5734,Perot,3,4,35,1,1,White,85,70,85
5736,Clinton,2,3,72,6,1,White,70,30,50
5737,Clinton,2,2,33,14,0,White,50,85,15
5739,Bush,1,4,31,15,1,White,70,60,30
5741,Perot,3,5,24,21,0,White,70,50,100
5742,Clinton,2,4,21,21,0,White,30,70,70
5743,Perot,3,3,29,16,1,White,50,70,85
5744,Clinton,2,1,51,17,0,White,50,60,50
5745,Clinton,2,2,33,20,0,White,40,70,15
5747,Perot,3,2,32,18,1,White,70,60,40
5748,Perot,3,5,59,19,0,White,60,40,60
5751,Clinton,2,1,37,13,0,White,0,30,15
5753,Bush,1,5,62,15,1,White,85,0,0
5754,Clinton,2,1,51,16,1,White,0,60,85
5755,Clinton,2,1,37,21,0,White,15,60,15
5757,Perot,3,6,53,15,1,White,50,50,50
5758,Perot,3,6,56,17,1,White,50,50,60
5760,Perot,3,4,42,22,0,White,60,30,60
5762,Bush,1,5,46,20,0,White,60,60,60
5763,Clinton,2,2,36,16,0,White,60,85,50
5764,Bush,1,7,46,23,0,White,70,15,50
5765,Bush,1,7,25,22,0,White,85,15,0
5767,Clinton,2,1,39,20,0,Non-White,15,70,30
5768,Clinton,2,5,51,19,1,White,40,60,30
5772,Clinton,2,1,51,20,1,Non-White,50,100,50
5773,Clinton,2,3,37,10,1,Non-White,5,45,10
5774,Bush,1,7,47,22,0,White,70,30,15
5775,Clinton,2,2,25,15,1,White,30,60,50
5776,Clinton,2,1,59,5,0,White,50,60,30
5778,Bush,1,5,27,19,0,White,70,40,85
5779,Clinton,2,1,25,13,1,White,15,70,15
5781,Clinton,2,1,29,14,0,White,60,60,40
5782,Bush,1,6,58,6,0,White,70,50,0
5783,Clinton,2,1,68,6,0,Non-White,30,60,50
5786,Clinton,2,1,70,3,0,Non-White,8,100,10
5788,Perot,3,2,58,20,0,White,50,60,50
5790,Clinton,2,2,42,20,0,White,40,85,50
5793,Perot,3,7,47,20,1,White,65,0,85
5795,Clinton,2,3,27,18,1,White,30,60,50
5796,Clinton,2,2,31,15,0,White,15,60,30
5798,Clinton,2,1,59,22,1,White,15,85,0
5799,Clinton,2,1,69,15,1,White,40,85,70
5801,Clinton,2,1,73,3,1,White,40,85,0
5802,Bush,1,7,45,16,0,White,60,40,50
5804,Clinton,2,1,33,18,1,Non-White,50,65,85
5806,Clinton,2,2,25,13,1,White,30,85,30
5807,Perot,3,5,26,5,0,White,60,50,100
5808,Bush,1,7,71,3,1,White,85,0,0
5809,Clinton,2,4,28,16,0,Non-White,40,50,50
5813,Clinton,2,1,49,2,1,Non-White,0,100,70
5814,Bush,1,6,85,18,1,White,85,40,50
5815,Perot,3,2,21,16,0,White,60,70,60
5817,Bush,1,7,36,3,1,White,100,40,85
5818,Perot,3,3,62,9,1,White,75,50,75
5819,Clinton,2,3,28,16,1,White,5,85,75
5820,Clinton,2,1,29,4,1,White,50,100,70
5823,Bush,1,7,37,14,0,White,50,25,40
5824,Perot,3,2,38,17,0,White,30,30,15
5826,Bush,1,5,34,24,0,White,85,60,100
5827,Clinton,2,2,29,18,1,White,70,80,40
5828,Clinton,2,2,48,14,1,Non-White,60,85,85
5829,Clinton,2,1,46,8,1,Non-White,50,100,50
5830,Clinton,2,2,45,21,0,White,40,60,30
5833,Clinton,2,2,54,10,1,Non-White,30,60,20
5836,Clinton,2,1,37,22,1,Non-White,40,95,70
5838,Clinton,2,5,34,15,0,White,30,80,95
5839,Perot,3,4,43,20,0,White,15,60,70
5840,Perot,3,3,25,2,1,White,50,50,85
5843,Bush,1,7,25,15,0,White,85,60,50
5845,Bush,1,7,29,20,1,White,85,40,30
5846,Bush,1,1,50,14,0,White,85,30,70
5847,Clinton,2,1,54,10,1,Non-White,50,60,50
5850,Clinton,2,2,29,20,1,White,40,70,50
5851,Clinton,2,3,20,8,0,White,30,70,50
5852,Perot,3,5,31,8,1,White,50,60,50
5853,Bush,1,7,46,20,0,White,85,30,50
