ccode1,year,abbrev1,ISOLgNm1,polity21
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
365,2000,RUS,,7
580,2000,MAG,Republic of Madagascar,7
580,2000,MAG,Republic of Madagascar,7
580,2000,MAG,Republic of Madagascar,7
580,2000,MAG,Republic of Madagascar,7
580,2000,MAG,Republic of Madagascar,7
580,2000,MAG,Republic of Madagascar,7
580,2000,MAG,Republic of Madagascar,7
640,2000,TUR,Republic of Turkey,7
640,2000,TUR,Republic of Turkey,7
640,2000,TUR,Republic of Turkey,7
640,2000,TUR,Republic of Turkey,7
640,2000,TUR,Republic of Turkey,7
640,2000,TUR,Republic of Turkey,7
640,2000,TUR,Republic of Turkey,7
640,2000,TUR,Republic of Turkey,7
640,2000,TUR,Republic of Turkey,7
640,2000,TUR,Republic of Turkey,7
640,2000,TUR,Republic of Turkey,7
640,2000,TUR,Republic of Turkey,7
640,2000,TUR,Republic of Turkey,7
640,2000,TUR,Republic of Turkey,7
640,2000,TUR,Republic of Turkey,7
640,2000,TUR,Republic of Turkey,7
42,2000,DOM,,8
42,2000,DOM,,8
42,2000,DOM,,8
42,2000,DOM,,8
42,2000,DOM,,8
42,2000,DOM,,8
42,2000,DOM,,8
42,2000,DOM,,8
70,2000,MEX,United Mexican States,8
70,2000,MEX,United Mexican States,8
70,2000,MEX,United Mexican States,8
70,2000,MEX,United Mexican States,8
70,2000,MEX,United Mexican States,8
70,2000,MEX,United Mexican States,8
70,2000,MEX,United Mexican States,8
70,2000,MEX,United Mexican States,8
70,2000,MEX,United Mexican States,8
90,2000,GUA,Republic of Guatemala,8
90,2000,GUA,Republic of Guatemala,8
90,2000,GUA,Republic of Guatemala,8
90,2000,GUA,Republic of Guatemala,8
90,2000,GUA,Republic of Guatemala,8
90,2000,GUA,Republic of Guatemala,8
90,2000,GUA,Republic of Guatemala,8
90,2000,GUA,Republic of Guatemala,8
90,2000,GUA,Republic of Guatemala,8
90,2000,GUA,Republic of Guatemala,8
90,2000,GUA,Republic of Guatemala,8
93,2000,NIC,Republic of Nicaragua,8
93,2000,NIC,Republic of Nicaragua,8
93,2000,NIC,Republic of Nicaragua,8
93,2000,NIC,Republic of Nicaragua,8
93,2000,NIC,Republic of Nicaragua,8
93,2000,NIC,Republic of Nicaragua,8
93,2000,NIC,Republic of Nicaragua,8
93,2000,NIC,Republic of Nicaragua,8
93,2000,NIC,Republic of Nicaragua,8
140,2000,BRA,Federative Republic of Brazil,8
140,2000,BRA,Federative Republic of Brazil,8
140,2000,BRA,Federative Republic of Brazil,8
140,2000,BRA,Federative Republic of Brazil,8
140,2000,BRA,Federative Republic of Brazil,8
140,2000,BRA,Federative Republic of Brazil,8
140,2000,BRA,Federative Republic of Brazil,8
140,2000,BRA,Federative Republic of Brazil,8
140,2000,BRA,Federative Republic of Brazil,8
140,2000,BRA,Federative Republic of Brazil,8
140,2000,BRA,Federative Republic of Brazil,8
140,2000,BRA,Federative Republic of Brazil,8
140,2000,BRA,Federative Republic of Brazil,8
140,2000,BRA,Federative Republic of Brazil,8
140,2000,BRA,Federative Republic of Brazil,8
140,2000,BRA,Federative Republic of Brazil,8
160,2000,ARG,Argentine Republic,8
160,2000,ARG,Argentine Republic,8
160,2000,ARG,Argentine Republic,8
160,2000,ARG,Argentine Republic,8
160,2000,ARG,Argentine Republic,8
160,2000,ARG,Argentine Republic,8
160,2000,ARG,Argentine Republic,8
160,2000,ARG,Argentine Republic,8
160,2000,ARG,Argentine Republic,8
160,2000,ARG,Argentine Republic,8
160,2000,ARG,Argentine Republic,8
160,2000,ARG,Argentine Republic,8
355,2000,BUL,Republic of Bulgaria,8
355,2000,BUL,Republic of Bulgaria,8
355,2000,BUL,Republic of Bulgaria,8
355,2000,BUL,Republic of Bulgaria,8
355,2000,BUL,Republic of Bulgaria,8
355,2000,BUL,Republic of Bulgaria,8
355,2000,BUL,Republic of Bulgaria,8
355,2000,BUL,Republic of Bulgaria,8
355,2000,BUL,Republic of Bulgaria,8
355,2000,BUL,Republic of Bulgaria,8
355,2000,BUL,Republic of Bulgaria,8
355,2000,BUL,Republic of Bulgaria,8
360,2000,ROM,,8
360,2000,ROM,,8
360,2000,ROM,,8
360,2000,ROM,,8
360,2000,ROM,,8
360,2000,ROM,,8
360,2000,ROM,,8
360,2000,ROM,,8
360,2000,ROM,,8
360,2000,ROM,,8
360,2000,ROM,,8
360,2000,ROM,,8
367,2000,LAT,Republic of Latvia,8
367,2000,LAT,Republic of Latvia,8
367,2000,LAT,Republic of Latvia,8
367,2000,LAT,Republic of Latvia,8
367,2000,LAT,Republic of Latvia,8
367,2000,LAT,Republic of Latvia,8
367,2000,LAT,Republic of Latvia,8
367,2000,LAT,Republic of Latvia,8
367,2000,LAT,Republic of Latvia,8
367,2000,LAT,Republic of Latvia,8
433,2000,SEN,Republic of Senegal,8
433,2000,SEN,Republic of Senegal,8
433,2000,SEN,Republic of Senegal,8
433,2000,SEN,Republic of Senegal,8
433,2000,SEN,Republic of Senegal,8
433,2000,SEN,Republic of Senegal,8
433,2000,SEN,Republic of Senegal,8
433,2000,SEN,Republic of Senegal,8
433,2000,SEN,Republic of Senegal,8
433,2000,SEN,Republic of Senegal,8
433,2000,SEN,Republic of Senegal,8
433,2000,SEN,Republic of Senegal,8
732,2000,ROK,Republic of Korea,8
732,2000,ROK,Republic of Korea,8
732,2000,ROK,Republic of Korea,8
732,2000,ROK,Republic of Korea,8
732,2000,ROK,Republic of Korea,8
732,2000,ROK,Republic of Korea,8
732,2000,ROK,Republic of Korea,8
732,2000,ROK,Republic of Korea,8
840,2000,PHI,Republic of the Philippines,8
840,2000,PHI,Republic of the Philippines,8
840,2000,PHI,Republic of the Philippines,8
840,2000,PHI,Republic of the Philippines,8
840,2000,PHI,Republic of the Philippines,8
840,2000,PHI,Republic of the Philippines,8
840,2000,PHI,Republic of the Philippines,8
51,2000,JAM,,9
51,2000,JAM,,9
51,2000,JAM,,9
51,2000,JAM,,9
51,2000,JAM,,9
51,2000,JAM,,9
51,2000,JAM,,9
95,2000,PAN,Republic of Panama,9
95,2000,PAN,Republic of Panama,9
95,2000,PAN,Republic of Panama,9
95,2000,PAN,Republic of Panama,9
95,2000,PAN,Republic of Panama,9
95,2000,PAN,Republic of Panama,9
95,2000,PAN,Republic of Panama,9
95,2000,PAN,Republic of Panama,9
95,2000,PAN,Republic of Panama,9
145,2000,BOL,Republic of Bolivia,9
145,2000,BOL,Republic of Bolivia,9
145,2000,BOL,Republic of Bolivia,9
145,2000,BOL,Republic of Bolivia,9
145,2000,BOL,Republic of Bolivia,9
145,2000,BOL,Republic of Bolivia,9
145,2000,BOL,Republic of Bolivia,9
145,2000,BOL,Republic of Bolivia,9
145,2000,BOL,Republic of Bolivia,9
145,2000,BOL,Republic of Bolivia,9
145,2000,BOL,Republic of Bolivia,9
145,2000,BOL,Republic of Bolivia,9
155,2000,CHL,Republic of Chile,9
155,2000,CHL,Republic of Chile,9
155,2000,CHL,Republic of Chile,9
155,2000,CHL,Republic of Chile,9
155,2000,CHL,Republic of Chile,9
155,2000,CHL,Republic of Chile,9
155,2000,CHL,Republic of Chile,9
155,2000,CHL,Republic of Chile,9
155,2000,CHL,Republic of Chile,9
155,2000,CHL,Republic of Chile,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
220,2000,FRN,French Republic,9
290,2000,POL,Republic of Poland,9
290,2000,POL,Republic of Poland,9
290,2000,POL,Republic of Poland,9
290,2000,POL,Republic of Poland,9
290,2000,POL,Republic of Poland,9
290,2000,POL,Republic of Poland,9
290,2000,POL,Republic of Poland,9
290,2000,POL,Republic of Poland,9
290,2000,POL,Republic of Poland,9
290,2000,POL,Republic of Poland,9
290,2000,POL,Republic of Poland,9
290,2000,POL,Republic of Poland,9
317,2000,SLO,Slovak Republic,9
317,2000,SLO,Slovak Republic,9
317,2000,SLO,Slovak Republic,9
317,2000,SLO,Slovak Republic,9
317,2000,SLO,Slovak Republic,9
317,2000,SLO,Slovak Republic,9
317,2000,SLO,Slovak Republic,9
317,2000,SLO,Slovak Republic,9
317,2000,SLO,Slovak Republic,9
317,2000,SLO,Slovak Republic,9
317,2000,SLO,Slovak Republic,9
317,2000,SLO,Slovak Republic,9
560,2000,SAF,Republic of South Africa,9
560,2000,SAF,Republic of South Africa,9
560,2000,SAF,Republic of South Africa,9
560,2000,SAF,Republic of South Africa,9
560,2000,SAF,Republic of South Africa,9
560,2000,SAF,Republic of South Africa,9
560,2000,SAF,Republic of South Africa,9
560,2000,SAF,Republic of South Africa,9
560,2000,SAF,Republic of South Africa,9
560,2000,SAF,Republic of South Africa,9
560,2000,SAF,Republic of South Africa,9
560,2000,SAF,Republic of South Africa,9
560,2000,SAF,Republic of South Africa,9
571,2000,BOT,Republic of Botswana,9
571,2000,BOT,Republic of Botswana,9
571,2000,BOT,Republic of Botswana,9
571,2000,BOT,Republic of Botswana,9
571,2000,BOT,Republic of Botswana,9
571,2000,BOT,Republic of Botswana,9
571,2000,BOT,Republic of Botswana,9
571,2000,BOT,Republic of Botswana,9
571,2000,BOT,Republic of Botswana,9
571,2000,BOT,Republic of Botswana,9
571,2000,BOT,Republic of Botswana,9
713,2000,TAW,,9
713,2000,TAW,,9
713,2000,TAW,,9
713,2000,TAW,,9
713,2000,TAW,,9
713,2000,TAW,,9
713,2000,TAW,,9
750,2000,IND,Republic of India,9
750,2000,IND,Republic of India,9
750,2000,IND,Republic of India,9
750,2000,IND,Republic of India,9
750,2000,IND,Republic of India,9
750,2000,IND,Republic of India,9
750,2000,IND,Republic of India,9
750,2000,IND,Republic of India,9
750,2000,IND,Republic of India,9
750,2000,IND,Republic of India,9
750,2000,IND,Republic of India,9
750,2000,IND,Republic of India,9
800,2000,THI,Kingdom of Thailand,9
800,2000,THI,Kingdom of Thailand,9
800,2000,THI,Kingdom of Thailand,9
800,2000,THI,Kingdom of Thailand,9
800,2000,THI,Kingdom of Thailand,9
800,2000,THI,Kingdom of Thailand,9
800,2000,THI,Kingdom of Thailand,9
800,2000,THI,Kingdom of Thailand,9
800,2000,THI,Kingdom of Thailand,9
800,2000,THI,Kingdom of Thailand,9
800,2000,THI,Kingdom of Thailand,9
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
2,2000,USA,United States of America,10
20,2000,CAN,,10
20,2000,CAN,,10
20,2000,CAN,,10
20,2000,CAN,,10
20,2000,CAN,,10
20,2000,CAN,,10
20,2000,CAN,,10
52,2000,TRI,Republic of Trinidad and Tobago,10
52,2000,TRI,Republic of Trinidad and Tobago,10
52,2000,TRI,Republic of Trinidad and Tobago,10
52,2000,TRI,Republic of Trinidad and Tobago,10
52,2000,TRI,Republic of Trinidad and Tobago,10
52,2000,TRI,Republic of Trinidad and Tobago,10
52,2000,TRI,Republic of Trinidad and Tobago,10
94,2000,COS,Republic of Costa Rica,10
94,2000,COS,Republic of Costa Rica,10
94,2000,COS,Republic of Costa Rica,10
94,2000,COS,Republic of Costa Rica,10
94,2000,COS,Republic of Costa Rica,10
94,2000,COS,Republic of Costa Rica,10
94,2000,COS,Republic of Costa Rica,10
94,2000,COS,Republic of Costa Rica,10
94,2000,COS,Republic of Costa Rica,10
165,2000,URU,Eastern Republic of Uruguay,10
165,2000,URU,Eastern Republic of Uruguay,10
165,2000,URU,Eastern Republic of Uruguay,10
165,2000,URU,Eastern Republic of Uruguay,10
165,2000,URU,Eastern Republic of Uruguay,10
165,2000,URU,Eastern Republic of Uruguay,10
165,2000,URU,Eastern Republic of Uruguay,10
165,2000,URU,Eastern Republic of Uruguay,10
165,2000,URU,Eastern Republic of Uruguay,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
200,2000,UKG,United Kingdom of Great Britain and Northern Ireland,10
